iter	RMSE
232	17.26352106
233	17.24202674
234	17.22335478
235	17.21001555
236	17.18390363
237	17.16440961
238	17.1485664
239	17.12448608
240	17.10745377
241	17.09282714
242	17.07638158
243	17.05512987
244	17.0371205
245	17.01551824
246	17.00054962
247	16.9799606
248	16.96322363
249	16.94639266
250	16.93515119
251	16.91719243
252	16.90022198
253	16.87464886
254	16.85964979
255	16.84433306
256	16.82852335
257	16.81567922
258	16.79597578
259	16.78028859
260	16.75738988
261	16.73859303
262	16.71214575
263	16.69643221
264	16.68294857
265	16.65744966
266	16.65081449
267	16.63407442
268	16.61670422
269	16.60031224
270	16.58475388
271	16.57207949
272	16.56638886
273	16.54890713
274	16.53257863
275	16.52006021
276	16.50173746
277	16.48884615
278	16.4761237
279	16.45998021
280	16.44676731
281	16.42797751
282	16.40951922
283	16.398616
284	16.38833616
285	16.36648754
286	16.35211792
287	16.33225277
288	16.31401264
289	16.29622185
290	16.28258511
291	16.26736478
292	16.24523881
293	16.22358275
294	16.21073434
295	16.18802799
296	16.18052606
297	16.169344
298	16.15838594
299	16.14849125
300	16.12879503
301	16.10912441
302	16.09272583
303	16.07627056
304	16.05878034
305	16.04159097
306	16.02926677
307	16.01155591
308	15.98928726
309	15.9713377
310	15.95833116
311	15.94224605
312	15.91836121
313	15.90216078
314	15.89379165
315	15.88169663
316	15.87384349
317	15.85515675
318	15.84467114
319	15.83633327
320	15.82643461
321	15.80604415
322	15.78899243
323	15.7845666
324	15.77391303
325	15.76103245
326	15.74476607
327	15.7237737
328	15.70084145
329	15.68394863
330	15.67421411
331	15.65084893
332	15.63192937
333	15.61526432
334	15.60210948
335	15.58652898
336	15.57799224
337	15.56499804
338	15.55612758
339	15.54060258
340	15.53128148
341	15.51934142
342	15.50696989
343	15.48617681
344	15.47617463
345	15.46504304
346	15.44679452
347	15.43081955
348	15.41877577
349	15.41658978
350	15.40514779
351	15.39352873
352	15.37194317
353	15.35753876
354	15.34380374
355	15.33066384
356	15.31693136
357	15.30594679
358	15.30200215
359	15.29073909
360	15.27430091
361	15.25501414
362	15.24092774
363	15.22487823
364	15.21164241
365	15.20589933
366	15.18187794
367	15.16812992
368	15.16652828
369	15.14788397
370	15.13118947
371	15.10988728
372	15.09413037
373	15.08381211
374	15.06773776
375	15.06094914
376	15.0474567
377	15.02668528
378	15.01434611
379	15.0008035
380	14.99802991
381	14.99557281
382	14.983204
383	14.96649736
384	14.94850419
385	14.94194874
386	14.93372702
387	14.91814816
388	14.89763485
389	14.88523745
390	14.87179071
391	14.86547782
392	14.85164524
393	14.83768022
394	14.82736045
395	14.81160797
396	14.80320729
397	14.79966157
398	14.78485454
399	14.77072139
400	14.7599202
401	14.73851586
402	14.73119946
403	14.71387843
404	14.69764548
405	14.67648207
406	14.66275171
407	14.65433472
408	14.6365843
409	14.6244256
410	14.61025091
411	14.59857644
412	14.58836856
413	14.57591719
414	14.56001263
415	14.55248174
416	14.54123053
417	14.53176294
418	14.51498044
419	14.50337043
420	14.48837764
421	14.47913253
422	14.47177305
423	14.45294964
424	14.4415547
425	14.42786276
426	14.41832653
427	14.4097738
428	14.39494131
429	14.38850207
430	14.37557121
431	14.3600287
432	14.34372686
433	14.33371523
434	14.31877341
435	14.30595807
436	14.30083429
437	14.28060448
438	14.27833492
439	14.26722537
440	14.24933827
441	14.23307083
442	14.21312945
443	14.20127906
444	14.18963803
445	14.17939927
446	14.17039299
447	14.16798407
448	14.15198402
449	14.14878275
450	14.13467805
451	14.12182744
452	14.11024365
453	14.09861487
454	14.08963079
455	14.0807293
456	14.0747783
457	14.06500304
458	14.05497287
459	14.04514825
460	14.03680455
461	14.02498312
462	14.01446517
463	14.00451282
464	13.99446049
465	13.98209225
466	13.97128647
467	13.97002447
468	13.95421828
469	13.94029379
470	13.93251708
471	13.91679735
472	13.90119985
473	13.88924308
474	13.88706352
475	13.87619859
476	13.87404748
477	13.86098278
478	13.85090556
479	13.83581865
480	13.82238895
481	13.81277385
482	13.79958667
483	13.78203368
484	13.76426337
485	13.75866841
486	13.74892416
487	13.7362869
488	13.72586672
489	13.71160105
490	13.70047777
491	13.68646827
492	13.6700318
493	13.66716222
494	13.66235171
495	13.64599922
496	13.63322433
497	13.61741739
498	13.60597771
499	13.58877401
500	13.57201398
501	13.56786913
502	13.55443675
503	13.54416044
504	13.53702261
505	13.52233304
506	13.50810376
507	13.50278964
508	13.49137925
509	13.48395279
510	13.46968125
511	13.4597318
512	13.44783055
513	13.43548899
514	13.4228869
515	13.41754075
516	13.41630189
517	13.39851603
518	13.3957982
519	13.38406937
520	13.36904484
521	13.35528266
522	13.34037704
523	13.33833327
524	13.32149323
525	13.30798787
526	13.29569474
527	13.28238512
528	13.26250251
529	13.24780827
530	13.23769729
531	13.22823579
532	13.21409625
533	13.19630153
534	13.18233939
535	13.17422073
536	13.17303658
537	13.16787248
538	13.15167701
539	13.1430953
540	13.13560066
541	13.12790392
542	13.12628804
543	13.11357758
544	13.10248735
545	13.10086353
546	13.0884571
547	13.07739961
548	13.05903635
549	13.05076174
550	13.03882322
551	13.02403141
552	13.01447314
553	13.00548641
554	12.98833704
555	12.9764454
556	12.96028639
557	12.94582575
558	12.9387125
559	12.92671077
560	12.9149031
561	12.90169468
562	12.88381203
563	12.86974127
564	12.85853173
565	12.85607607
566	12.83904744
567	12.83719045
568	12.82644376
569	12.81551658
570	12.80840517
571	12.79362069
572	12.78329786
573	12.7700131
574	12.7646047
575	12.75343704
576	12.74023778
577	12.72253968
578	12.7137143
579	12.70537584
580	12.69677127
581	12.68383886
582	12.67272017
583	12.65941818
584	12.64622416
585	12.63240507
586	12.622062
587	12.60888729
588	12.59758257
589	12.58822826
590	12.57642509
591	12.56456592
592	12.55464122
593	12.54807464
594	12.53546797
595	12.51997242
596	12.50838098
597	12.50242237
598	12.49312805
599	12.48046985
600	12.46566932
601	12.45199322
602	12.43728339
603	12.42259632
604	12.41386285
605	12.40486214
606	12.39433368
607	12.37755358
608	12.36980932
609	12.35867486
610	12.35156179
611	12.33988449
612	12.33282348
613	12.32398036
614	12.31260645
615	12.30381804
616	12.28763202
617	12.27588842
618	12.26689139
619	12.25418074
620	12.24110971
621	12.2312026
622	12.22730973
623	12.2142887
624	12.20227495
625	12.19209276
626	12.18412943
627	12.171736
628	12.16193493
629	12.15390382
630	12.14131743
631	12.12802699
632	12.11038829
633	12.10073395
634	12.08952407
635	12.07908058
636	12.07285511
637	12.06436488
638	12.05297615
639	12.05155624
640	12.04361984
641	12.02902494
642	12.01910095
643	12.00353859
644	11.99223415
645	11.9780442
646	11.97082073
647	11.96336561
648	11.94919
649	11.9316579
650	11.93059854
651	11.92954608
652	11.91935766
653	11.91206041
654	11.90645838
655	11.90055929
656	11.88848365
657	11.87835653
658	11.86936495
659	11.86033517
660	11.85264881
661	11.83814715
662	11.81904749
663	11.81160194
664	11.79894607
665	11.78245158
666	11.771759
667	11.761923
668	11.75003155
669	11.73970938
670	11.7312451
671	11.71617596
672	11.70660031
673	11.6962838
674	11.68774339
675	11.67355956
676	11.66858817
677	11.66758306
678	11.65690108
679	11.64989074
680	11.64897372
681	11.63997271
682	11.63058148
683	11.62176939
684	11.60921489
685	11.60825127
686	11.59350166
687	11.58395599
688	11.57543067
689	11.56239874
690	11.55306557
691	11.54451489
692	11.5284752
693	11.51526297
694	11.50361359
695	11.49573659
696	11.48690791
697	11.47553253
698	11.46600465
699	11.45520187
700	11.44611287
701	11.43285386
702	11.42295083
703	11.409189
704	11.40404721
705	11.38828635
706	11.37356502
707	11.36507019
708	11.35017878
709	11.34061382
710	11.33348875
711	11.31901595
712	11.30325115
713	11.29420178
714	11.28016229
715	11.26885663
716	11.26792464
717	11.26304388
718	11.25581401
719	11.24769762
720	11.23502272
721	11.23350654
722	11.22767986
723	11.21596038
724	11.21015483
725	11.20069016
726	11.18878826
727	11.17755861
728	11.16975025
729	11.16021179
730	11.1499289
731	11.14093896
732	11.13168987
733	11.12232811
734	11.11329363
735	11.10863236
736	11.09781248
737	11.08649197
738	11.08485572
739	11.08409717
740	11.07677485
741	11.0705269
742	11.05860292
743	11.04563205
744	11.03623614
745	11.0301802
746	11.02931488
747	11.01987767
748	11.00740612
749	10.99497911
750	10.98210897
751	10.97445915
752	10.9668688
753	10.9568345
754	10.94877254
755	10.94273244
756	10.93102772
757	10.91685131
758	10.9065602
759	10.90024544
760	10.89360311
761	10.88201504
762	10.86982429
763	10.85770367
764	10.85372221
765	10.84348466
766	10.83167483
767	10.82414654
768	10.80598688
769	10.79883195
770	10.78676347
771	10.77345978
772	10.76132402
773	10.75572994
774	10.7505883
775	10.74358467
776	10.7288578
777	10.71973187
778	10.71312706
779	10.70790188
780	10.70704584
781	10.69261469
782	10.68359598
783	10.67517974
784	10.66667432
785	10.65737866
786	10.65307138
787	10.64477402
788	10.62902515
789	10.61978682
790	10.60848032
791	10.60007851
792	10.5926688
793	10.57983522
794	10.5732629
795	10.56439575
796	10.55863393
797	10.54797402
798	10.54030244
799	10.53113173
800	10.52562067
801	10.51187555
802	10.50847489
803	10.49811933
804	10.48787564
805	10.47581199
806	10.4619203
807	10.4539348
808	10.44277198
809	10.4302953
810	10.42343263
811	10.41419089
812	10.40521263
813	10.40348896
814	10.39560232
815	10.38915011
816	10.37750325
817	10.36876046
818	10.36231437
819	10.35513487
820	10.34897033
821	10.3479385
822	10.33868251
823	10.33621922
824	10.32735108
825	10.31731258
826	10.30597552
827	10.29676923
828	10.28442144
829	10.27691895
830	10.27470904
831	10.27341266
832	10.27065666
833	10.25866597
834	10.25696266
835	10.24545977
836	10.24178258
837	10.23166207
838	10.22427141
839	10.2169696
840	10.20779691
841	10.1979881
842	10.19314884
843	10.18243499
844	10.17261278
845	10.1663749
846	10.15739672
847	10.1523183
848	10.14357522
849	10.13810441
850	10.12808728
851	10.12268652
852	10.12130368
853	10.11997981
854	10.10760207
855	10.10114395
856	10.0944483
857	10.08476876
858	10.07893432
859	10.06566844
860	10.06172622
861	10.05370691
862	10.05023245
863	10.04299435
864	10.03211795
865	10.02206899
866	10.0131415
867	10.00784654
868	10.00359896
869	9.991314767
870	9.983738802
871	9.971628267
872	9.970832892
873	9.964267172
874	9.955356989
875	9.944282905
876	9.937909936
877	9.928429335
878	9.913002548
879	9.902866063
880	9.896448024
881	9.885414423
882	9.877951005
883	9.873923896
884	9.87269114
885	9.866917374
886	9.859138393
887	9.851599151
888	9.839086031
889	9.830458432
890	9.818818459
891	9.80648877
892	9.803963563
893	9.797148791
894	9.78888416
895	9.782584027
896	9.781482648
897	9.769902212
898	9.76074911
899	9.752284126
900	9.742476941
901	9.737110356
902	9.728921694
903	9.719292056
904	9.711876577
905	9.704948906
906	9.6983965
907	9.686550267
908	9.681390219
909	9.677275352
910	9.668104546
911	9.651345164
912	9.645312832
913	9.644441905
914	9.636771064
915	9.626691025
916	9.625464873
917	9.620467931
918	9.612622891
919	9.605248272
920	9.596825509
921	9.589360699
922	9.588414638
923	9.578739612
924	9.568087335
925	9.562276667
926	9.554513245
927	9.546326533
928	9.541069652
929	9.531755587
930	9.525251084
931	9.515189043
932	9.505116279
933	9.50419141
934	9.496042325
935	9.489268687
936	9.480904765
937	9.474448835
938	9.466623245
939	9.454279282
940	9.451258186
941	9.442486186
942	9.43422844
943	9.427767508
944	9.416578703
945	9.405982551
946	9.392752287
947	9.382248741
948	9.37670606
949	9.363469864
950	9.356336077
951	9.355620995
952	9.351478837
953	9.341456785
954	9.334612474
955	9.326558308
956	9.318891287
957	9.31268439
958	9.305975929
959	9.295118536
960	9.291480395
961	9.2873692
962	9.278291649
963	9.271599596
964	9.25914968
965	9.249449435
966	9.237987272
967	9.232463968
968	9.222199039
969	9.214202713
970	9.205985804
971	9.195608794
972	9.194246849
973	9.185575765
974	9.177705335
975	9.169686306
976	9.1626288
977	9.157276222
978	9.149110165
979	9.14837842
980	9.143502915
981	9.130780437
982	9.122647999
983	9.115479619
984	9.10675612
985	9.099268824
986	9.088838074
987	9.076300306
988	9.06729256
989	9.062933562
990	9.055524746
991	9.047536675
992	9.042829589
993	9.041853087
994	9.030603114
995	9.029428771
996	9.022225043
997	9.011275138
998	9.003507645
999	9.000368627
