iter	RMSE
222	8.196926567
223	8.195384957
224	8.192042307
225	8.186535808
226	8.181753907
227	8.178534898
228	8.174314391
229	8.172835423
230	8.168876462
231	8.164847037
232	8.161419552
233	8.156804513
234	8.151965349
235	8.151296809
236	8.147792124
237	8.141272706
238	8.13970459
239	8.136146269
240	8.134835239
241	8.127025585
242	8.126355973
243	8.122365554
244	8.118741447
245	8.115182463
246	8.111295411
247	8.108836618
248	8.107760424
249	8.10410604
250	8.100994261
251	8.097859758
252	8.092131133
253	8.09113632
254	8.087152625
255	8.082912103
256	8.081583051
257	8.080389571
258	8.076190225
259	8.073690904
260	8.072113326
261	8.064532656
262	8.063323619
263	8.062442179
264	8.058846071
265	8.057978706
266	8.057065801
267	8.055466554
268	8.05230122
269	8.048613925
270	8.045513889
271	8.043922521
272	8.039145525
273	8.037977115
274	8.033475113
275	8.032235011
276	8.031705831
277	8.030786147
278	8.02308653
279	8.021527563
280	8.017331125
281	8.012056194
282	8.006360095
283	8.00546758
284	8.001784081
285	7.999137406
286	7.994302526
287	7.993510174
288	7.989460348
289	7.983555222
290	7.982579136
291	7.978865766
292	7.977815461
293	7.972946995
294	7.968008037
295	7.963172695
296	7.957901704
297	7.956505646
298	7.95551706
299	7.95459699
300	7.949427675
301	7.948599432
302	7.944493143
303	7.939366043
304	7.938304195
305	7.932179854
306	7.931148496
307	7.927811333
308	7.926149641
309	7.918230631
310	7.917385745
311	7.916563928
312	7.910426958
313	7.909503655
314	7.906151611
315	7.90518333
316	7.901838939
317	7.896029577
318	7.894928977
319	7.890313524
320	7.885939754
321	7.885328917
322	7.88073722
323	7.876391517
324	7.875074525
325	7.871405624
326	7.870488957
327	7.8696353
328	7.868869458
329	7.868024043
330	7.864531598
331	7.863457665
332	7.862322661
333	7.857333043
334	7.853759063
335	7.848541643
336	7.843551992
337	7.842548095
338	7.840669731
339	7.836535783
340	7.832821762
341	7.830286889
342	7.829564448
343	7.825608318
344	7.822376928
345	7.821359535
346	7.820331559
347	7.81821755
348	7.813395776
349	7.808801416
350	7.805813524
351	7.805041351
352	7.800840419
353	7.79725654
354	7.796437884
355	7.791984684
356	7.791378443
357	7.790538091
358	7.786563833
359	7.785734356
360	7.782356481
361	7.778625036
362	7.775301594
363	7.774560703
364	7.771159825
365	7.770661088
366	7.766987308
367	7.766258142
368	7.762734225
369	7.760507125
370	7.759783043
371	7.759066609
372	7.757716844
373	7.756831826
374	7.75590917
375	7.753178336
376	7.748037959
377	7.744967617
378	7.740555415
379	7.73617779
380	7.735399318
381	7.734553563
382	7.731970036
383	7.729361384
384	7.728597076
385	7.725635877
386	7.721132218
387	7.720287325
388	7.717294059
389	7.71651782
390	7.714242568
391	7.713307715
392	7.709666749
393	7.709005206
394	7.70541448
395	7.702755655
396	7.70210212
397	7.696317632
398	7.695564363
399	7.691365535
400	7.690877796
401	7.690289416
402	7.689412301
403	7.685656446
404	7.683192356
405	7.680220687
406	7.676831236
407	7.672637424
408	7.669036936
409	7.668289216
410	7.663936904
411	7.660793499
412	7.658567444
413	7.657691626
414	7.656996729
415	7.652483675
416	7.648282686
417	7.647720798
418	7.644291762
419	7.643612638
420	7.642887619
421	7.638607931
422	7.638019088
423	7.637140923
424	7.635455034
425	7.63190851
426	7.627584936
427	7.626041389
428	7.621961821
429	7.621245737
430	7.620030425
431	7.619474292
432	7.619102787
433	7.615003425
434	7.61182632
435	7.608975124
436	7.606021232
437	7.604020089
438	7.603436065
439	7.602221008
440	7.601561195
441	7.595396769
442	7.593606945
443	7.592061558
444	7.589881168
445	7.587663377
446	7.585099447
447	7.584650801
448	7.583410007
449	7.582848984
450	7.580871702
451	7.578305382
452	7.574868955
453	7.574053251
454	7.573488327
455	7.572347802
456	7.571401609
457	7.571044979
458	7.570413711
459	7.569789965
460	7.566069029
461	7.565513986
462	7.562937693
463	7.562209956
464	7.560272173
465	7.556990057
466	7.556373448
467	7.553603592
468	7.552868559
469	7.549225373
470	7.548366248
471	7.545715081
472	7.542736431
473	7.539142223
474	7.535448276
475	7.532469742
476	7.530347959
477	7.527334616
478	7.526680255
479	7.523820546
480	7.523484488
481	7.521904663
482	7.519810564
483	7.516411447
484	7.515885767
485	7.513111862
486	7.510236227
487	7.506729947
488	7.503937984
489	7.502146162
490	7.501546857
491	7.500915122
492	7.500317407
493	7.498134375
494	7.496800613
495	7.494747307
496	7.49131011
497	7.487510039
498	7.482485121
499	7.482086617
500	7.481576585
501	7.479928828
502	7.479130177
503	7.478557735
504	7.475638577
505	7.475040536
506	7.474099702
507	7.473407459
508	7.471789984
509	7.471312512
510	7.470505567
511	7.468288392
512	7.467379695
513	7.466996551
514	7.466108392
515	7.465374405
516	7.464775214
517	7.463045182
518	7.460424038
519	7.459865776
520	7.456224916
521	7.455453979
522	7.454709153
523	7.453221418
524	7.452535205
525	7.45089124
526	7.450284566
527	7.449469944
528	7.447058849
529	7.446205321
530	7.445175381
531	7.443960092
532	7.440153657
533	7.438016115
534	7.437462295
535	7.436934027
536	7.435234574
537	7.432381156
538	7.431886489
539	7.429853273
540	7.428924662
541	7.427235585
542	7.425555252
543	7.423471148
544	7.421411523
545	7.420311661
546	7.418408168
547	7.415812843
548	7.41249121
549	7.412077225
550	7.411273796
551	7.410845576
552	7.408394306
553	7.4048634
554	7.401742922
555	7.399400935
556	7.397671627
557	7.396880593
558	7.394594408
559	7.392430325
560	7.389819501
561	7.389396944
562	7.386682363
563	7.386136514
564	7.384816035
565	7.384412136
566	7.380113567
567	7.37817021
568	7.375216143
569	7.374227287
570	7.371770249
571	7.37074442
572	7.368057815
573	7.367329511
574	7.366386042
575	7.365259297
576	7.364897722
577	7.362437638
578	7.36169987
579	7.361285384
580	7.360888702
581	7.360664062
582	7.359937856
583	7.359558254
584	7.356954114
585	7.354442856
586	7.353055476
587	7.351297617
588	7.348432247
589	7.346756131
590	7.346261701
591	7.343268784
592	7.342210378
593	7.338646927
594	7.336112993
595	7.335597055
596	7.335227446
597	7.333767891
598	7.332661291
599	7.332242357
600	7.33198151
601	7.329970974
602	7.328600951
603	7.3254678
604	7.324483517
605	7.321738906
606	7.319682398
607	7.318261349
608	7.314910933
609	7.312844323
610	7.31236962
611	7.311541442
612	7.309388829
613	7.308439596
614	7.307129856
615	7.3066181
616	7.304545547
617	7.303873683
618	7.30300001
619	7.299670304
620	7.297390642
621	7.296803369
622	7.29523624
623	7.293873248
624	7.290311818
625	7.289274669
626	7.288752345
627	7.288477692
628	7.285655966
629	7.285218902
630	7.283854901
631	7.281860705
632	7.279529272
633	7.277713207
634	7.276975179
635	7.276502083
636	7.273330316
637	7.272577127
638	7.271924247
639	7.270305932
640	7.269785474
641	7.269571201
642	7.268738145
643	7.268261819
644	7.267631442
645	7.267272385
646	7.264816955
647	7.264399998
648	7.264006236
649	7.262228904
650	7.260568471
651	7.257815631
652	7.256804249
653	7.255828874
654	7.253119045
655	7.252684705
656	7.251977971
657	7.24962389
658	7.247430403
659	7.245577286
660	7.244823601
661	7.242651633
662	7.24048199
663	7.239932497
664	7.239366063
665	7.238264217
666	7.23770732
667	7.236653233
668	7.236229538
669	7.233978935
670	7.231978765
671	7.22922944
672	7.226965423
673	7.2262817
674	7.223276917
675	7.221478334
676	7.220954342
677	7.220476911
678	7.218622009
679	7.217455061
680	7.216995668
681	7.215750827
682	7.215007617
683	7.212805968
684	7.212409529
685	7.209802828
686	7.207138481
687	7.206336599
688	7.205719532
689	7.205543844
690	7.204385383
691	7.202634072
692	7.201969337
693	7.199796384
694	7.197844716
695	7.197369554
696	7.19701823
697	7.1947486
698	7.19334868
699	7.191197754
700	7.190636461
701	7.190191147
702	7.187721157
703	7.185654012
704	7.185410499
705	7.183924358
706	7.183595564
707	7.182145641
708	7.180184046
709	7.17937191
710	7.177393824
711	7.175013801
712	7.172290458
713	7.170755984
714	7.168735449
715	7.167803066
716	7.164740378
717	7.164461107
718	7.161852988
719	7.159517341
720	7.157810181
721	7.157477459
722	7.157197409
723	7.156194183
724	7.153624786
725	7.152686784
726	7.150624292
727	7.14898557
728	7.148732229
729	7.148093048
730	7.147104613
731	7.144255826
732	7.143711635
733	7.142469826
734	7.142209485
735	7.141855297
736	7.139481181
737	7.138861002
738	7.138478944
739	7.136537171
740	7.134206994
741	7.132501884
742	7.128946675
743	7.126568944
744	7.125594089
745	7.124416665
746	7.123599641
747	7.121407449
748	7.118042192
749	7.114454143
750	7.1140764
751	7.11203955
752	7.111664489
753	7.110857157
754	7.109139229
755	7.105545764
756	7.103865001
757	7.10210082
758	7.100432813
759	7.100139116
760	7.098472188
761	7.0975186
762	7.09713058
763	7.096554008
764	7.096185933
765	7.094340554
766	7.094007166
767	7.092506847
768	7.091736597
769	7.091141663
770	7.090105315
771	7.089745717
772	7.088033845
773	7.087147644
774	7.084769261
775	7.083754384
776	7.083252556
777	7.080487457
778	7.07800982
779	7.077656332
780	7.076153652
781	7.073545601
782	7.072513852
783	7.069698733
784	7.068196788
785	7.067455156
786	7.065021779
787	7.064352812
788	7.063643912
789	7.063413076
790	7.061359536
791	7.061135112
792	7.057479872
793	7.055284239
794	7.054931098
795	7.054526975
796	7.054165552
797	7.052883724
798	7.050895586
799	7.048737684
800	7.048470852
801	7.048125433
802	7.046678612
803	7.04638834
804	7.042855051
805	7.040243205
806	7.039690684
807	7.03813746
808	7.037324847
809	7.035360459
810	7.034855072
811	7.034134007
812	7.033726449
813	7.029996149
814	7.02966173
815	7.029375232
816	7.029038641
817	7.027148401
818	7.026594725
819	7.026261931
820	7.024525666
821	7.02412365
822	7.021703607
823	7.020175078
824	7.019862831
825	7.017516002
826	7.017062745
827	7.016723798
828	7.015912168
829	7.014708915
830	7.013623762
831	7.012996361
832	7.012791097
833	7.011237983
834	7.008838497
835	7.007445915
836	7.006664062
837	7.006315056
838	7.00456654
839	7.004321829
840	7.00387557
841	7.00347934
842	7.003142696
843	7.001244042
844	7.000503674
845	6.999711394
846	6.999432896
847	6.999204772
848	6.999022237
849	6.99812923
850	6.997314897
851	6.996726608
852	6.995714615
853	6.994462421
854	6.991750684
855	6.991256151
856	6.989800514
857	6.987542925
858	6.987246713
859	6.986441164
860	6.98616665
861	6.98470289
862	6.983734453
863	6.983478415
864	6.981242276
865	6.979497455
866	6.978005621
867	6.976215342
868	6.974178511
869	6.974011044
870	6.973128372
871	6.972179901
872	6.971071475
873	6.969191171
874	6.968169854
875	6.966800871
876	6.964404491
877	6.963440025
878	6.962922644
879	6.961010639
880	6.960400214
881	6.957110202
882	6.956408118
883	6.954682643
884	6.952323893
885	6.950490412
886	6.949648718
887	6.948714915
888	6.948117618
889	6.947661701
890	6.947151151
891	6.945343187
892	6.942906619
893	6.940193859
894	6.939731243
895	6.939390049
896	6.93720803
897	6.936561505
898	6.935833083
899	6.935260873
900	6.933404734
901	6.932143491
902	6.929631279
903	6.929151771
904	6.926981409
905	6.925233096
906	6.924785665
907	6.922687777
908	6.922461472
909	6.922359095
910	6.921757771
911	6.921093047
912	6.920753259
913	6.920172153
914	6.918131957
915	6.917974673
916	6.917767273
917	6.917064972
918	6.916494331
919	6.914422309
920	6.914235499
921	6.913584889
922	6.913091348
923	6.910096866
924	6.909533183
925	6.908875079
926	6.908045594
927	6.907948391
928	6.905300972
929	6.90311302
930	6.902857053
931	6.900741937
932	6.899963384
933	6.899711672
934	6.899485658
935	6.897878164
936	6.897449264
937	6.897184511
938	6.895539321
939	6.895375355
940	6.894503645
941	6.891696222
942	6.889814118
943	6.887705371
944	6.886983085
945	6.886507476
946	6.885669644
947	6.884944618
948	6.884483812
949	6.882913762
950	6.88147259
951	6.879741831
952	6.879232302
953	6.877316743
954	6.876998731
955	6.876655788
956	6.87483357
957	6.872149068
958	6.871708398
959	6.870144724
960	6.866985678
961	6.866565719
962	6.866339629
963	6.866251154
964	6.864501
965	6.864263919
966	6.864079401
967	6.861873466
968	6.861437724
969	6.859366893
970	6.855917302
971	6.854677182
972	6.852471477
973	6.851193865
974	6.848933636
975	6.847694951
976	6.846653258
977	6.843024381
978	6.841125584
979	6.840575542
980	6.840256719
981	6.839948037
982	6.838544696
983	6.837033889
984	6.836388879
985	6.834397664
986	6.830937358
987	6.829879841
988	6.827405316
989	6.827212073
990	6.825290822
991	6.824354947
992	6.822000689
993	6.821425155
994	6.82124025
995	6.820941749
996	6.820691034
997	6.820604456
998	6.820144919
999	6.819534435
